Time,Ax,Ay,Az,label
34.86,-15716,-2504,8748,7
34.88,-15640,-2552,8744,7
34.9,-15576,-2576,8768,7
34.92,-15572,-2572,8660,7
34.94,-15564,-2448,8572,7
34.96,-15508,-2508,8788,7
34.98,-15852,-2484,8684,7
35.0,-15744,-2524,8540,7
35.02,-15560,-2568,8672,7
35.04,-15456,-2528,8740,7
35.06,-15852,-2628,8624,7
35.08,-15880,-2560,8812,7
35.1,-15668,-2604,8452,7
35.12,-15524,-2408,8560,7
35.14,-15600,-2640,8812,7
35.16,-15672,-2480,8696,7
35.18,-15612,-2488,8820,7
35.2,-15496,-2484,8716,7
35.22,-15620,-2524,8644,7
35.24,-15388,-2516,8672,7
35.26,-15716,-2488,8688,7
35.28,-15936,-2568,8616,7
35.3,-15572,-2536,8564,7
35.32,-15396,-2576,8700,7
35.34,-15640,-2540,8620,7
35.36,-15784,-2472,8648,7
35.38,-15588,-2600,8500,7
35.4,-15304,-2496,8656,7
35.42,-15544,-2648,8740,7
35.44,-16024,-2520,8596,7
35.46,-15804,-2552,8588,7
35.48,-15312,-2536,8500,7
35.5,-15600,-2464,8560,7
35.52,-15840,-2348,8680,7
35.54,-15996,-2600,8604,7
35.56,-15772,-2772,8516,7
35.58,-15484,-2604,8652,7
35.6,-15516,-2492,8856,7
35.62,-15608,-2476,8920,7
35.64,-15292,-2456,8784,7
35.66,-15072,-2512,8968,7
35.68,-14912,-2348,9056,7
35.7,-15164,-2500,9336,7
35.72,-15848,-2780,9452,7
35.74,-15384,-2428,9308,7
35.76,-14500,-3040,9488,7
35.78,-14492,-2932,9356,7
35.8,-15264,-2784,9648,7
35.82,-15684,-2032,9604,7
35.84,-15368,-2624,9452,7
35.86,-15012,-2952,9104,7
35.88,-14984,-2748,8540,7
35.9,-15648,-2528,8260,7
35.92,-16332,-2660,8308,7
35.94,-16120,-2524,8168,7
35.96,-16256,-2684,7928,7
35.98,-17100,-2356,7404,7
36.0,-17040,-2708,7308,7
36.02,-16316,-2748,7572,7
36.04,-16036,-2020,7760,7
36.06,-15560,-2292,7732,7
36.08,-15508,-2660,7548,7
36.1,-15732,-2516,7224,7
36.12,-15936,-2224,7164,7
36.14,-16076,-2364,7348,7
36.16,-16000,-2460,7568,7
36.18,-16072,-2568,7368,7
36.2,-15964,-2436,7488,7
36.22,-15880,-2412,7752,7
36.24,-15712,-2556,7940,7
36.26,-15420,-2256,8216,7
36.28,-15248,-2228,8340,7
36.3,-15700,-2228,7964,7
36.32,-15948,-2604,7620,7
36.34,-16040,-2316,7184,7
36.36,-16096,-1940,7224,7
36.38,-16052,-2140,7096,7
36.4,-15944,-2596,6956,7
36.42,-16160,-2468,7132,7
36.44,-16452,-1864,7276,7
36.46,-15508,-2728,7464,7
36.48,-16016,-2992,6960,7
36.5,-16692,-1792,6628,7
36.52,-16356,-2540,6948,7
36.54,-16064,-2520,7172,7
36.56,-16180,-2388,7408,7
36.58,-15752,-2356,7216,7
36.6,-14732,-2332,7204,7
36.62,-15816,-2460,7364,7
36.64,-16592,-2268,7560,7
36.66,-15900,-1976,7592,7
36.68,-15648,-2636,7672,7
36.7,-16196,-2868,7280,7
36.72,-15968,-1980,6984,7
36.74,-15428,-2956,6940,7
36.76,-16632,-3036,6960,7
36.78,-16036,-2116,7340,7
36.8,-15436,-2504,7652,7
36.82,-16176,-2856,7156,7
36.84,-16752,-2792,6972,7
36.86,-16444,-1708,6916,7
36.88,-15528,-1420,7536,7
36.9,-15752,-2592,8256,7
36.92,-15496,-2040,8048,7
36.94,-15308,-2104,7900,7
36.96,-15244,-2544,7916,7
36.98,-16096,-2892,7220,7
37.0,-16404,-2240,6412,7
37.02,-16680,-2060,6576,7
37.04,-16384,-2172,6704,7
37.06,-15944,-2896,6684,7
37.08,-16204,-2344,6772,7
37.1,-15832,-1928,7420,7
37.12,-15272,-2632,7360,7
37.14,-16504,-2516,7000,7
37.16,-16160,-2108,6968,7
37.18,-15848,-1576,7512,7
37.2,-16092,-2856,7784,7
37.22,-16268,-2420,7120,7
37.24,-16692,-1836,6920,7
37.26,-16208,-1524,7332,7
37.28,-15148,-2920,7916,7
37.3,-15100,-3340,7200,7
37.32,-16176,-1784,6072,7
37.34,-16728,-1704,6368,7
37.36,-16248,-2652,6652,7
37.38,-16036,-3372,6068,7
37.4,-16284,-2804,5548,7
37.42,-16248,-1200,6328,7
37.44,-15564,-3688,6416,7
37.46,-15476,-3604,5520,7
37.48,-16300,-3116,4132,7
37.5,-17160,-1452,4456,7
37.52,-16152,-2672,5864,7
37.54,-16332,-3420,6336,7
37.56,-15260,-3536,6980,7
37.58,-12764,-1640,7384,7
37.6,-12628,-2024,7436,7
37.62,-17324,-3208,5844,7
37.64,-18740,-2948,4792,7
37.66,-17180,-3312,4440,7
37.68,-16840,-1748,4268,7
37.7,-15712,-2776,5100,7
37.72,-15956,-3216,5640,7
37.74,-16580,-2132,5720,7
37.76,-16468,-1988,6476,7
37.78,-16308,-1568,6912,7
37.8,-15732,-2036,6680,7
37.82,-15132,-2104,6544,7
37.84,-15268,-2056,5528,7
37.86,-16844,-1908,4852,7
37.88,-18112,-1668,4608,7
37.9,-16796,-2388,5068,7
37.92,-15824,-1872,5232,7
37.94,-16412,-2452,4892,7
37.96,-17180,-1792,4428,7
37.98,-16064,-2312,4704,7
38.0,-16388,-2064,4464,7
38.02,-17004,-2060,4216,7
38.04,-16508,-1768,5212,7
38.06,-14820,-1892,6456,7
38.08,-15640,-1972,5564,7
38.1,-16792,-2156,4264,7
38.12,-17296,-2200,3728,7
38.14,-16408,-1796,4372,7
38.16,-16020,-2316,5120,7
38.18,-16072,-2524,5764,7
38.2,-15176,-1516,5556,7
38.22,-16256,-1736,4996,7
38.24,-16452,-2240,4676,7
38.26,-16000,-2096,4752,7
38.28,-16456,-1944,4548,7
38.3,-16300,-2132,4684,7
38.32,-16012,-2252,4860,7
38.34,-16524,-2416,4276,7
38.36,-16844,-1660,3664,7
38.38,-16772,-1948,3864,7
38.4,-16496,-1924,4168,7
38.42,-16216,-1996,5240,7
38.44,-15136,-2412,6048,7
38.46,-15688,-1880,4732,7
38.48,-17184,-2172,3480,7
38.5,-17676,-2220,3412,7
38.52,-16444,-1940,4540,7
38.54,-15384,-2008,5644,7
38.56,-15264,-2060,5380,7
38.58,-16024,-2156,4812,7
38.6,-16440,-2092,4576,7
38.62,-16620,-1840,4224,7
38.64,-16908,-2348,4288,7
38.66,-16000,-2144,4788,7
38.68,-15612,-2048,5220,7
38.7,-16368,-2164,4580,7
38.72,-16900,-1852,3800,7
38.74,-16632,-2100,4396,7
38.76,-15872,-1984,4692,7
38.78,-16232,-2124,4492,7
38.8,-17000,-2072,4080,7
38.82,-16908,-1916,4428,7
38.84,-16336,-2388,4812,7
38.86,-16156,-2244,5032,7
38.88,-15760,-2040,5312,7
38.9,-16240,-1856,5296,7
38.92,-15728,-2096,5456,7
38.94,-15980,-2152,5292,7
38.96,-16088,-1764,5264,7
38.98,-15648,-1800,5552,7
39.0,-15736,-2148,5216,7
39.02,-17408,-2132,4084,7
39.04,-17284,-2372,4176,7
39.06,-15740,-2116,5260,7
39.08,-15264,-2348,5692,7
39.1,-16852,-2120,4348,7
39.12,-16728,-2032,4296,7
39.14,-16700,-2104,4496,7
39.16,-16204,-2088,4744,7
39.18,-16396,-1936,4988,7
39.2,-16232,-2172,5068,7
39.22,-16268,-2140,5012,7
39.24,-15404,-2220,5164,7
39.26,-16156,-2064,4892,7
39.28,-16660,-2032,4620,7
39.3,-16624,-2204,4636,7
39.32,-16460,-2052,4612,7
39.34,-16100,-1944,4904,7
39.36,-15880,-2184,4948,7
39.38,-16612,-2084,4612,7
39.4,-16468,-2064,4752,7
39.42,-15864,-2024,5112,7
39.44,-15584,-1956,5472,7
39.46,-15852,-2024,5316,7
39.48,-16432,-2320,4516,7
39.5,-17588,-1932,3564,7
39.52,-17040,-2316,3864,7
39.54,-15880,-1856,4752,7
39.56,-15628,-1864,5320,7
39.58,-16300,-2084,5160,7
39.6,-16380,-2076,4488,7
39.62,-16448,-2084,4324,7
39.64,-16656,-2132,4356,7
39.66,-16796,-2132,4364,7
39.68,-16848,-2116,4320,7
39.7,-16632,-2008,4720,7
39.72,-16656,-1748,4824,7
39.74,-16820,-1908,5068,7
39.76,-16248,-2196,5832,7
39.78,-15516,-1984,6332,7
39.8,-14936,-2556,6692,7
39.82,-15044,-2100,6872,7
39.84,-15252,-1988,6080,7
39.86,-15824,-1904,5064,7
39.88,-16692,-2224,5212,7
39.9,-16940,-1912,5244,7
39.92,-16100,-1864,5904,7
39.94,-16320,-1752,6344,7
39.96,-15588,-1964,6508,7
39.98,-15564,-1840,6184,7
40.0,-16076,-1584,5928,7
40.02,-16908,-1784,5224,7
40.04,-16732,-1904,4412,7
40.06,-16720,-1968,3868,7
40.08,-16552,-2092,3412,7
40.1,-16460,-2216,2880,7
40.12,-16072,-2032,2896,7
40.14,-15776,-2112,3020,7
40.16,-16068,-1872,3752,7
40.18,-16688,-1896,4712,7
40.2,-16384,-1828,4836,7
40.22,-16508,-1596,4676,7
40.24,-16328,-1728,4440,7
40.26,-16096,-1908,4216,7
40.28,-16108,-1944,3656,7
40.3,-16340,-1864,3652,7
40.32,-16436,-1784,4080,7
40.34,-16228,-1820,4488,7
40.36,-16428,-1652,4476,7
40.38,-16728,-1644,3996,7
40.4,-16276,-1576,3808,7
40.42,-16460,-1444,3868,7
40.44,-16464,-1536,4092,7
40.46,-16220,-1532,4356,7
40.48,-16128,-1536,4576,7
40.5,-16536,-1532,4588,7
40.52,-16424,-1504,4184,7
40.54,-16324,-1692,4020,7
40.56,-16156,-1672,4048,7
40.58,-16368,-1600,4044,7
40.6,-16384,-1476,4092,7
40.62,-16240,-1592,4256,7
40.64,-15868,-1428,4484,7
40.66,-16292,-1552,4416,7
40.68,-16356,-1452,4136,7
40.7,-16460,-1672,3980,7
40.72,-16288,-1468,4216,7
40.74,-16032,-1548,4764,7
40.76,-16060,-1468,4560,7
40.78,-16644,-1344,3796,7
40.8,-16716,-1536,3600,7
40.82,-16680,-1480,3688,7
40.84,-16560,-1368,4044,7
40.86,-16288,-1556,4340,7
40.88,-16132,-1468,4308,7
40.9,-15760,-1580,4124,7
40.92,-15924,-1460,3932,7
40.94,-16392,-1600,3872,7
40.96,-16476,-1360,4176,7
40.98,-16344,-1400,4296,7
41.0,-16952,-1428,4048,7
41.02,-16976,-1568,3756,7
41.04,-16904,-1388,3660,7
41.06,-15092,-1556,4392,7
41.08,-15796,-1372,3968,7
41.1,-16740,-1596,3152,7
41.12,-16648,-1528,3484,7
41.14,-15488,-1424,4292,7
41.16,-16224,-1412,4316,7
41.18,-16776,-1432,3612,7
41.2,-16104,-1324,4080,7
41.22,-15552,-1484,4192,7
41.24,-15652,-1392,4124,7
41.26,-16776,-1196,3760,7
41.28,-16988,-1076,3584,7
41.3,-16836,-1028,3020,7
41.32,-16344,-824,3080,7
41.34,-15852,-1064,3340,7
41.36,-16144,-956,3320,7
41.38,-17320,-920,2864,7
41.4,-17336,-792,2580,7
41.42,-16688,-932,2656,7
41.44,-16276,-1064,3168,7
41.46,-16596,-1000,3020,7
41.48,-16796,-664,2852,7
41.5,-16608,-824,2412,7
41.52,-16988,-1644,1824,7
41.54,-16844,-1444,2032,7
41.56,-16552,-1312,3528,7
41.58,-16044,-1748,4132,7
41.6,-16164,-1792,4196,7
41.62,-16072,-848,4608,7
41.64,-16744,-1656,4372,7
41.66,-16468,-1772,4060,7
41.68,-16824,-1852,3868,7
41.7,-16944,-2000,3856,7
41.72,-16736,-2000,4568,7
41.74,-17120,-2256,4788,7
41.76,-17052,-2492,4880,7
41.78,-16976,-2376,5384,7
41.8,-18516,-2152,5568,7
41.82,-21016,-1452,5668,7
41.84,-18236,-2628,4340,7
41.86,-16864,-3888,3208,7
41.88,-17880,-2748,2980,7
41.9,-18620,-2384,4544,7
41.92,-16048,-3212,6320,7
41.94,-11496,-2920,8916,7
41.96,-8580,-2924,11836,7
41.98,-9540,-3476,13204,7
42.0,-12448,-3852,13016,7
42.02,-14448,-3528,11916,7
42.04,-15812,-3548,11168,7
42.06,-15012,-3484,10944,7
42.08,-14244,-3184,11964,7
42.1,-13408,-4536,11800,7
42.12,-11436,-5312,10880,7
42.14,-11564,-4684,9660,7
42.16,-12620,-5428,8160,7
42.18,-14884,-6016,7304,7
42.2,-14320,-5044,7508,7
42.22,-13504,-3940,8916,7
42.24,-14244,-5704,9660,7
42.26,-14680,-4820,8968,7
42.28,-14732,-4772,7960,7
42.3,-15596,-4024,7612,7
42.32,-14516,-4612,8128,7
42.34,-14128,-4984,7200,7
42.36,-15252,-4312,6948,7
42.38,-15376,-3884,6924,7
42.4,-15916,-3456,6340,7
42.42,-16848,-3824,6328,7
42.44,-16552,-3440,6056,7
42.46,-16452,-3784,6312,7
42.48,-17336,-3364,6420,7
42.5,-18216,-3544,5940,7
42.52,-17528,-3468,6160,7
42.54,-16528,-3376,6640,7
42.56,-16168,-3456,7216,7
42.58,-15456,-3176,8032,7
42.6,-14540,-2984,8600,7
42.62,-14812,-3056,8832,7
42.64,-14896,-3328,8472,7
42.66,-15200,-3296,8356,7
42.68,-15864,-3400,7944,7
42.7,-15764,-3520,7576,7
42.72,-15384,-2896,7588,7
42.74,-16192,-3144,7456,7
42.76,-17560,-3244,7656,7
42.78,-17336,-3252,7784,7
42.8,-16144,-3120,8180,7
42.82,-14792,-3300,8208,7
42.84,-13396,-3372,7660,7
42.86,-14032,-3468,7292,7
42.88,-15160,-3648,6868,7
42.9,-15112,-3560,6572,7
42.92,-15128,-3596,5860,7
42.94,-15812,-3696,5144,7
42.96,-16348,-3340,4916,7
42.98,-16680,-3128,5180,7
43.0,-16976,-2564,5832,7
43.02,-17432,-1408,7372,7
43.04,-17224,-1648,8788,7
43.06,-16300,-2344,10112,7
43.08,-15812,-2024,10448,7
43.1,-15240,-1468,9924,7
43.12,-14604,-2280,9404,7
43.14,-14792,-2724,8380,7
43.16,-15588,-2348,7504,7
43.18,-16168,-2436,7388,7
43.2,-16416,-2584,7092,7
43.22,-16160,-2696,7092,7
43.24,-15932,-2452,7132,7
43.26,-16104,-2260,7216,7
43.28,-16120,-2412,7392,7
43.3,-16084,-2692,7372,7
43.32,-16444,-2324,7256,7
43.34,-16352,-1824,7448,7
43.36,-15936,-2300,7564,7
43.38,-15532,-2868,7552,7
43.4,-15964,-2704,7224,7
43.42,-16448,-2684,7184,7
43.44,-16344,-2416,7240,7
43.46,-15896,-2640,7044,7
43.48,-15792,-2676,6956,7
43.5,-16108,-2468,6904,7
43.52,-16076,-2424,6956,7
43.54,-16048,-2492,7044,7
43.56,-15808,-2724,7020,7
43.58,-15968,-2584,6868,7
43.6,-15984,-2480,6764,7
43.62,-16056,-2584,7036,7
43.64,-16000,-2724,7140,7
43.66,-15944,-2680,7044,7
43.68,-15840,-2536,7068,7
43.7,-15984,-2456,7076,7
43.72,-15800,-2740,7004,7
43.74,-15660,-2696,6896,7
43.76,-15972,-2580,6848,7
43.78,-16108,-2456,6672,7
43.8,-16072,-2556,6880,7
43.82,-15888,-2704,6916,7
43.84,-15796,-2584,6748,7
43.86,-16128,-2704,6996,7
43.88,-16368,-2540,7048,7
43.9,-15852,-2700,7116,7
43.92,-15876,-2704,6896,7
43.94,-16072,-2576,6780,7
43.96,-16156,-2368,7008,7
43.98,-15800,-2608,7088,7
44.0,-15828,-2692,7032,7
44.02,-16148,-2552,6736,7
44.04,-16232,-2696,6632,7
44.06,-16116,-2580,6804,7
44.08,-15920,-2524,6824,7
44.1,-15916,-2584,6936,7
44.12,-16028,-2572,7012,7
44.14,-16048,-2628,7028,7
44.16,-15956,-2496,7024,7
44.18,-16008,-2632,6868,7
44.2,-15900,-2736,6984,7
44.22,-15908,-2612,6916,7
44.24,-16056,-2516,7120,7
44.26,-15856,-2496,7096,7
44.28,-15764,-2604,7072,7
44.3,-15996,-2612,7036,7
44.32,-15996,-2564,7048,7
44.34,-15960,-2484,6976,7
44.36,-15828,-2628,7008,7
44.38,-15912,-2620,7000,7
44.4,-15932,-2604,6976,7
44.42,-16120,-2560,7004,7
44.44,-15924,-2632,6976,7
44.46,-15892,-2560,7028,7
44.48,-16236,-2644,6860,7
44.5,-16160,-2560,7036,7
44.52,-15704,-2724,7016,7
44.54,-16012,-2624,7004,7
44.56,-16076,-2524,6936,7
44.58,-16120,-2704,6984,7
44.6,-15964,-2556,7020,7
44.62,-15820,-2488,7116,7
44.64,-15924,-2604,6892,7
44.66,-16064,-2712,6996,7
44.68,-16160,-2512,6936,7
44.7,-16028,-2484,6996,7
44.72,-16012,-2640,7020,7
44.74,-16056,-2592,7112,7
44.76,-15760,-2440,7092,7
