Time,GRS,Ax,Ay,Az,Gx,Gy,Gz,HR,SPO2
25.88,1019,388,-2736,5052,-6427,454,14806,99,28
25.90,1002,1164,-260,5708,-8524,579,16563,99,28
25.92,1001,308,2528,6484,-10630,2610,16775,111,28
25.94,1004,-3248,5556,8816,-13190,4242,14346,111,28
25.96,1015,-9736,9932,13280,-16713,4718,10500,111,28
25.98,1009,-15920,15432,17924,-19320,2054,6611,111,28
26.00,1025,-22896,21556,24116,-18268,-2161,3972,111,28
26.02,1009,-30292,29676,28772,-15952,-3241,4299,111,28
26.04,1020,-32768,32767,28656,-17945,1991,6152,111,28
26.06,1016,-31772,32767,26868,-28536,7241,6711,111,28
26.08,1010,-31072,16744,22620,-29237,10492,6677,111,28
26.10,1008,-28604,8788,18988,-21467,10343,8091,111,28
26.12,1009,-24624,2944,13996,-16461,10139,10540,111,28
26.14,1014,-19140,-3920,10372,-9972,10413,12284,111,28
26.16,1032,-14624,-4196,7336,-1299,9863,12048,111,28
26.18,1011,-7672,-772,5576,3035,8833,11366,111,28
26.20,1015,-2912,-1136,4132,3244,11142,7844,111,28
26.22,1016,-1148,-4928,3420,2685,10715,4468,111,28
26.24,1015,-532,-8472,3944,2865,6335,2502,111,28
26.26,1024,1912,-9704,5792,3047,1790,3463,111,28
26.28,1018,3616,-7492,8476,2158,-972,5991,111,28
26.30,1007,3152,-4076,9820,2463,-1209,6850,111,28
26.32,1014,1152,-812,10008,-3582,-3155,11059,111,28
26.34,1032,-484,1616,10260,-6670,-6235,12989,111,28
26.36,1016,-4040,5848,10640,-6212,-11081,11700,111,28
26.38,1029,-3676,9360,16228,-6933,-16034,11226,111,28
26.40,1013,-10128,17852,25300,-6625,-20449,7498,111,28
26.42,1009,-11324,27172,29136,-4529,-19606,5539,111,28
26.44,1015,-12848,32767,28628,-5810,-7827,5969,111,28
26.46,1001,-17168,32767,27312,-18944,3339,10239,111,28
26.48,1003,-25700,27336,31340,-24883,7340,10400,111,28
26.50,1004,-27848,16356,30980,-20899,8623,12156,111,28
26.52,1006,-27720,11048,25656,-15390,8753,12236,111,28
26.54,1028,-26828,6912,18796,-12781,9682,10198,111,28
26.56,1002,-20660,-928,12596,-8767,11833,9057,111,28
26.58,1020,-15400,-2740,6356,-1895,14229,7073,111,28
26.60,976,-9072,-1068,2384,3280,14829,5126,111,28
26.62,990,-3300,-2212,2268,5720,14303,2954,111,28
26.64,998,-936,-4180,3352,7855,11523,897,111,28
26.66,1015,444,-4384,4808,10495,5542,-802,111,28
26.68,1022,2788,-3636,6796,11364,-126,-814,111,28
26.70,1016,3664,-3340,7828,10532,-2877,452,111,28
26.72,1024,3480,-2156,9776,9469,-3834,2833,111,28
26.74,1025,1728,1272,12268,6941,-3360,5230,111,28
26.76,1027,-48,5236,14880,3183,-2767,6149,111,28
26.78,1005,-1880,8952,17928,-1601,-2453,5251,111,28
26.80,1010,-3276,12616,20108,-6198,-749,2782,111,28
26.82,1013,-6348,17420,23548,-10403,-1265,339,111,28
26.84,1016,-14016,24496,28408,-12581,-3262,-2847,111,28
26.86,1011,-22924,29584,27884,-11395,-217,-3958,111,28
26.88,1013,-32308,32276,25596,-16476,1036,1022,111,28
26.90,1014,-32768,19732,25648,-21890,6118,4372,111,28
26.92,1012,-32768,8896,25724,-14990,8755,5127,111,28
26.94,1014,-32768,7188,23712,-6616,7264,4130,111,28
26.96,1021,-25164,5016,19820,-3264,4778,3150,111,28
26.98,1028,-14096,1696,12896,-438,6918,2599,111,28
27.00,1018,-5572,156,4924,3735,11449,2962,111,28
27.02,1010,344,192,1784,6200,15006,2878,111,28
27.04,1022,3128,-552,2032,6060,16380,725,111,28
27.06,1014,3740,-2996,5056,6060,14472,-2127,111,28
27.08,1018,4188,-3616,5040,6370,10021,-1980,111,28
27.10,1016,4208,-3624,5132,4919,2919,1172,111,28
27.12,1010,5300,-2004,6756,4409,-2103,5812,111,28
27.14,1010,8372,636,7704,3423,-2509,10339,111,28
27.16,1013,8672,3712,8840,1621,-1455,13731,111,28
27.18,1031,6892,8052,8044,-715,-1513,14986,111,28
27.20,1026,4044,11932,10372,-4779,-2343,14105,111,28
27.22,1014,-4388,17488,19316,-8360,733,13175,111,28
27.24,1009,-16940,26224,31604,-12526,4443,13921,111,28
27.26,1018,-30664,32767,32767,-14679,3126,14954,111,28
27.28,1023,-32768,32767,28848,-26624,6656,14437,111,28
27.30,1012,-32768,22592,22708,-32768,9228,9726,111,28
27.32,1006,-30372,7900,19128,-31186,9888,4878,111,28
27.34,1026,-27564,1324,16148,-20691,6369,2518,111,28
27.36,1022,-24580,-1108,14252,-10948,3121,1156,111,28
27.38,1030,-21800,-1808,12528,-3007,1910,2016,111,28
27.40,1004,-17260,376,9808,3826,2048,3940,111,28
27.42,1007,-14840,2044,6872,7170,4195,4008,111,28
27.44,1021,-10352,1148,6060,9268,4365,3554,111,28
27.46,1016,-7896,1204,6472,12195,3219,1911,111,28
27.48,1022,-7156,2576,7044,14178,1709,-1079,111,28
27.50,1029,-4288,2828,7196,13794,-814,-4129,111,28
27.52,1033,-88,1676,8292,12256,-3748,-6723,111,28
27.54,1010,1512,844,9436,10043,-6487,-8261,111,28
27.56,1006,1064,532,10352,8376,-7198,-8893,111,28
27.58,1008,2596,1788,10800,6459,-5330,-7037,111,28
27.60,1016,392,4604,12420,2528,-3158,-6164,111,28
27.62,1011,-3500,6180,15672,-1415,-2716,-7453,111,28
27.64,1023,-5836,7660,17984,-4619,-4028,-8994,111,28
27.66,1007,-12360,10668,20668,-5996,-5890,-9075,111,28
27.68,1021,-20440,15696,23608,-4625,-9050,-7138,111,28
27.70,1022,-29248,22680,27800,-1207,-10829,-3405,111,28
27.72,1026,-29724,30900,25096,-4341,-8122,-1539,111,28
27.74,1028,-29848,26256,16308,-15461,-5709,-2675,111,28
27.76,1012,-27160,11940,14068,-13412,-2292,-1234,111,28
27.78,1021,-24368,7768,13300,-4080,1241,2411,111,28
27.80,1009,-20868,8028,10828,25,4232,5054,111,28
27.82,1020,-12456,6688,5456,3032,4702,8588,111,28
27.84,1010,-5908,4476,2132,6163,4879,10250,111,28
27.86,1006,-3628,3284,640,8514,4897,10821,111,28
27.88,1013,-2116,2796,1404,9242,4146,10758,111,28
27.90,1020,-636,1804,4204,7991,3667,10342,111,28
27.92,1014,-56,-136,6572,5540,3108,9898,111,28
27.94,1029,-1880,-808,8644,3993,2599,8841,111,28
27.96,1019,-2724,-492,11200,1955,3244,8234,111,28
27.98,1016,-4708,1176,13928,-648,4139,7171,111,28
28.00,1009,-7192,3304,16036,-2659,3611,4664,111,28
28.02,1021,-9888,5844,18944,-4395,1596,1355,111,28
28.04,1019,-12844,8576,21432,-5785,-1025,-1387,111,28
28.06,1007,-15464,11332,23296,-6431,-3590,-2114,111,28
28.08,1026,-17536,13296,24432,-5500,-5477,271,111,28
28.10,1006,-18964,15116,26796,-4083,-3571,4086,111,28
28.12,1024,-17972,16784,27604,-3046,3379,5761,111,28
28.14,1040,-20060,15652,25840,-2031,6937,5306,111,28
28.16,1022,-20812,10884,24916,891,3595,3451,111,28
28.18,1006,-16708,7076,23052,4695,-1693,991,111,28
28.20,1021,-10272,3340,18700,7073,-4829,-1390,111,28
28.22,1012,-6072,1164,14820,7961,-5275,-4201,111,28
28.24,1022,-6292,1104,12980,7177,-6011,-7256,111,28
28.26,1010,-4964,884,11380,5855,-9343,-10391,111,28
28.28,1013,-3288,296,10200,4043,-10650,-13877,111,28
28.30,1030,-4116,1016,9812,2072,-8045,-16675,111,28
28.32,1022,-8676,4028,10788,-347,-7261,-18300,111,28
28.34,1016,-10900,6060,10640,-2681,-10150,-18306,111,28
28.36,1024,-11396,9060,9120,-4161,-12529,-16425,111,28
28.38,1020,-15016,13720,9896,-6260,-10349,-13238,111,28
28.40,1029,-17328,17824,10304,-7327,-5605,-6010,111,28
28.42,1014,-19248,22468,10580,-5582,576,1082,111,28
28.44,1013,-17196,25160,7880,-5953,6593,6197,111,28
28.46,1014,-15504,21668,7600,-5327,9528,9341,111,28
28.48,1013,-14652,16524,8964,-1789,10012,11464,111,28
28.50,1021,-9656,11148,9172,1415,9482,13567,111,28
28.52,1017,-7516,6240,11868,4703,6401,14736,111,28
28.54,1024,-6548,5620,12788,7526,4450,13084,111,28
28.56,1024,-2484,5560,10532,7334,4787,10878,111,28
28.58,1035,-784,2140,9268,4629,7722,8336,111,28
28.60,1021,-5752,-1068,10260,3515,6093,6231,111,28
28.62,1005,-10672,-2256,14156,5835,-2210,4878,111,28
28.64,1022,-12144,164,19456,8474,-6487,4360,111,28
28.66,1022,-16436,1592,23716,7158,-4399,6324,111,28
28.68,1019,-22180,4204,26600,6153,-1952,7938,111,28
28.70,1026,-25440,8736,27312,3587,-460,4313,111,28
28.72,1001,-23648,8628,27392,1508,-2455,1314,111,28
28.74,1016,-19908,6984,24928,1515,-3996,-2304,111,28
28.76,1035,-14640,5604,20740,2465,-3182,-4340,111,28
28.78,1024,-12676,6560,19008,3591,-3856,-6744,111,28
28.80,1022,-9444,9740,16360,5665,-5037,-11303,111,28
28.82,1011,-2920,10840,10772,5643,-3044,-16444,111,28
28.84,1009,-6940,11568,9160,3603,-5276,-22124,111,28
28.86,1011,-10884,12396,10412,4116,-9115,-26924,111,28
28.88,1015,-9096,15900,10804,4015,-10193,-28202,111,28
28.90,1027,-7332,16552,9360,1204,-6928,-26451,111,28
28.92,1004,-9044,15180,7596,-672,-4201,-18864,116,29
28.94,1020,-12400,14496,5888,-1886,-815,-9882,116,29
28.96,1022,-13976,14948,2920,-401,-110,-762,116,29
28.98,1020,-9796,10624,3000,-1012,2027,6927,116,29
29.00,1019,-7968,7716,5548,4538,2633,14865,116,29
29.02,1014,-6368,11444,6460,10130,2244,20408,116,29
29.04,1021,-9944,13864,13764,11119,-2108,24339,116,29
29.06,1008,-14656,13904,18040,9815,-6119,24287,116,29
29.08,1014,-14620,11612,18528,6241,-6925,20746,116,29
29.10,1023,-1860,4724,12288,3447,1694,18737,116,29
29.12,1012,-3472,3308,9832,191,4690,14485,116,29
29.14,1018,-15128,3340,14720,-263,-534,7098,116,29
29.16,1004,-13640,2376,20700,746,-4462,2677,116,29
29.18,1007,-12164,2100,23792,-1305,-2543,2041,116,29
29.20,1008,-11952,3384,22688,-3314,993,1888,116,29
29.22,1011,-11504,5316,19568,-4492,5428,556,116,29
29.24,1008,-13464,5860,19556,-5255,6668,818,116,29
29.26,1015,-15020,5004,21264,-3545,4167,649,116,29
29.28,1025,-10332,6960,19124,594,1292,-91,116,29
29.30,1024,-7372,8032,15668,2106,2573,-2933,116,29
29.32,1015,-11256,8308,16252,1776,1984,-7646,116,29
29.34,1025,-12812,9292,14920,3311,-2760,-13349,116,29
29.36,1010,-5840,10860,8876,4766,-5795,-18949,116,29
29.38,1024,-5848,11508,8084,2742,-7929,-23678,116,29
29.40,1025,-10428,11224,9216,2400,-11560,-26079,116,29
29.42,1024,-11856,11760,10748,2141,-15030,-23170,116,29
29.44,1024,-16628,12764,14624,922,-18148,-13837,116,29
29.46,1012,-18024,17352,16072,1946,-15023,-4454,116,29
29.48,1012,-15488,22824,14208,-886,-6055,2259,116,29
29.50,1022,-13824,19244,11328,-8433,5357,6507,116,29
29.52,1008,-16456,12428,11828,-5524,6238,9767,116,29
29.54,1020,-10152,12112,11216,-1809,5641,12568,116,29
29.56,1014,-6484,10288,10596,-2947,8910,13959,116,29
29.58,1024,-8084,7608,11036,-3580,9052,13819,116,29
29.60,1015,-7640,6552,10192,-3095,6673,12024,116,29
29.62,1024,-4988,5788,7984,-4670,5453,9558,116,29
29.64,1021,-3708,3944,7380,-6519,4469,6725,116,29
29.66,1009,-5748,2912,9524,-7410,2226,3950,116,29
29.68,1015,-10452,3312,13484,-7675,-1724,2030,116,29
29.70,1009,-9656,2488,18244,-6729,-3903,2997,116,29
29.72,1009,-11680,2884,23292,-6521,-1613,6140,116,29
29.74,1023,-13256,5080,24648,-5754,2706,7947,116,29
29.76,1014,-15528,7268,24580,-4594,5105,8442,116,29
29.78,1029,-16836,6620,26624,-3911,6122,7750,116,29
29.80,1014,-17128,6404,26724,-577,5016,5641,116,29
29.82,1016,-12660,6220,22468,2317,3964,2372,116,29
29.84,1017,-10292,4520,17904,4379,3407,-2128,116,29
29.86,1013,-8452,4156,15052,6107,1375,-6414,116,29
29.88,1009,-6484,4004,12320,6536,-656,-10972,116,29
29.90,1015,-5464,3580,10340,6412,-4078,-14887,116,29
29.92,1028,-6844,4964,9668,6470,-7743,-18315,116,29
29.94,1011,-4928,5980,9160,5325,-7611,-19205,116,29
29.96,1024,-6740,5736,10232,2418,-4729,-16958,116,29
29.98,1028,-10924,7636,10704,1113,-3789,-11110,116,29
30.00,1034,-17604,10332,12852,-36,-4801,-4060,116,29
30.02,1009,-17428,13928,12988,131,-4830,2434,116,29
30.04,1007,-14816,15848,11436,-2457,-114,5475,116,29
30.06,1022,-17828,14180,12460,-3255,2574,7112,116,29
30.08,1016,-14988,14056,10164,25,1785,9609,116,29
30.10,1028,-11564,12936,10792,444,4002,10702,116,29
30.12,1010,-11144,11544,13716,-341,5286,10588,116,29
30.14,1009,-8324,9980,13104,-1830,4363,9191,116,29
30.16,1020,-3796,7244,8968,-3767,5322,6652,116,29
30.18,1028,-3948,3588,8428,-4705,4671,3385,116,29
30.20,1017,-7408,2516,11688,-2483,-32,985,116,29
30.22,1021,-8756,1984,16872,179,-5031,689,116,29
30.24,1024,-9632,1356,20900,2029,-5975,3230,116,29
30.26,1020,-10596,4268,21736,3424,-1854,5859,116,29
30.28,1017,-12784,6088,21656,2212,4253,5409,116,29
30.30,1015,-18292,4684,23848,823,4407,3354,116,29
30.32,1027,-16704,2816,23100,2563,-356,1714,116,29
30.34,1024,-13912,5184,21524,4318,-3136,161,116,29
30.36,1025,-14424,8340,20436,4805,-3211,-2515,116,29
30.38,1030,-8344,9808,17052,4534,442,-6652,116,29
30.40,1015,-3148,8528,11360,2069,3213,-11674,116,29
30.42,1008,-7964,7588,9180,2402,-1591,-17622,116,29
30.44,1020,-8520,7248,7908,5025,-8975,-19476,116,29
30.46,1028,-5724,6920,10560,6170,-11807,-15593,116,29
30.48,1014,-12284,9632,14912,5033,-10822,-6318,116,29
30.50,1024,-16580,14504,15200,3791,-5415,1892,116,29
30.52,1020,-13832,17648,11440,-698,4023,5206,116,29
30.54,1017,-17760,13140,10436,-7688,8217,4241,116,29
30.56,1025,-18776,9012,11428,-5797,2349,2488,116,29
30.58,1020,-11172,9676,12016,-4569,-797,2156,116,29
30.60,1010,-5408,9576,10468,-6668,2916,1721,116,29
30.62,1014,-5496,6304,9748,-8177,6152,344,116,29
30.64,1004,-7648,4852,10268,-6207,4531,-1055,116,29
30.66,1007,-8988,3976,12448,-2557,-609,-931,116,29
30.68,1024,-8520,3124,16068,908,-2854,568,116,29
30.70,1012,-8636,4352,17916,3386,-331,2249,116,29
30.72,1025,-10320,5044,18292,4373,4020,2884,116,29
30.74,1014,-13412,4864,20928,4791,4866,2724,116,29
30.76,1022,-16728,5668,23168,5637,1821,1500,116,29
30.78,1013,-13416,6800,20084,5587,588,-325,116,29
30.80,1021,-9744,6864,12664,4208,2968,-3204,116,29
30.82,1005,-10424,7212,10236,3043,4816,-6914,116,29
30.84,1032,-10448,7644,10300,2980,4505,-8588,116,29
30.86,1021,-11632,7540,10956,2797,1914,-7796,116,29
30.88,1025,-14456,7712,10768,2659,-4452,-3614,116,29
30.90,1016,-18176,11116,13072,3093,-9785,1966,116,29
30.92,1023,-14704,14728,14096,2201,-6117,5265,116,29
30.94,1019,-11240,13912,14932,-2697,-39,6104,116,29
30.96,1021,-13272,9556,14688,-4433,-126,6310,116,29
30.98,1010,-12228,9612,12268,-2860,-4655,6282,116,29
31.00,1027,-8960,9104,11764,-3980,-6070,5825,116,29
31.02,1031,-7324,6712,12596,-4501,-3668,5517,116,29
31.04,1023,-12648,3320,15488,-4749,1271,2903,116,29
31.06,1013,-14212,56,17176,-3167,2016,1942,116,29
31.08,1023,-13096,272,15996,-561,573,452,116,29
31.10,1022,-10488,-32,13884,1411,1042,-2454,116,29
31.12,1015,-7116,-1768,12352,4436,1555,-4572,116,29
31.14,1031,-5604,-60,12216,8631,-1026,-4934,116,29
31.16,1028,-9056,5336,15012,11918,-6816,-4993,116,29
31.18,1015,-8208,10132,15112,13711,-10398,-5117,116,29
31.20,998,-3292,13596,9976,11980,-5712,-5280,116,29
31.22,1023,-5784,13416,9956,7145,873,-6316,116,29
31.24,1024,-16036,9988,17236,3853,2205,-4585,116,29
31.26,1024,-21744,12324,21324,2103,275,900,116,29
31.28,1012,-20664,15140,17904,-1865,742,3670,116,29
31.30,1014,-18156,14196,13464,-6443,3280,2300,116,29
31.32,1006,-17368,12996,13184,-8959,2574,1018,116,29
31.34,1008,-14716,12484,12884,-9383,417,299,116,29
31.36,1027,-9660,11056,11928,-10747,1546,191,116,29
31.38,1028,-6976,8152,9988,-11307,4541,944,116,29
31.40,1017,-7900,5568,10960,-9581,4433,2310,116,29
31.42,1003,-9712,4244,13796,-6346,1149,3931,116,29
31.44,1038,-7908,3488,15792,-3245,-713,5121,116,29
31.46,1024,-5628,2364,15248,-645,720,6234,116,29
31.48,1008,-7248,476,15820,2494,1504,6727,116,29
31.50,1010,-12100,680,19488,6643,-829,5183,116,29
31.52,1007,-8640,1732,18720,9381,-1198,3123,116,29
31.54,1025,-6124,2192,14368,9352,1954,-666,116,29
31.56,999,-11420,2088,12392,9363,-261,-6106,116,29
31.58,1009,-15428,2004,14320,10316,-5323,-12485,116,29
31.60,1019,-15188,1564,15308,9577,-8006,-15887,116,29
31.62,1025,-16968,3580,16520,7562,-10213,-13075,116,29
31.64,1013,-23428,10960,15748,5208,-16002,-4788,116,29
31.66,1025,-20252,18636,15816,2256,-14223,1469,116,29
31.68,1018,-10564,18956,14448,-8102,-2282,4304,116,29
31.70,1019,-10624,14900,11220,-12383,4933,5861,116,29
31.72,1024,-6696,15764,5696,-11981,4994,6704,116,29
31.74,1013,-5044,14492,4864,-14164,6638,5092,116,29
31.76,1027,-7136,7416,8536,-13679,7361,5246,116,29
31.78,1013,-8880,1004,12440,-8634,5527,8289,116,29
31.80,1022,-9856,-1840,15652,-1823,4059,11623,116,29
31.82,1024,-10868,-296,15692,3635,6195,11523,116,29
31.84,1022,-13220,-172,15816,7165,7438,7669,116,29
31.86,1018,-18372,464,19120,10961,1963,1969,116,29
31.88,1020,-14200,4292,17748,14731,-3627,-3315,116,29
31.90,1022,-8404,7316,12136,14813,-2235,-8248,116,29
31.92,1022,-10104,7120,8988,12162,15,-11972,126,32
31.94,1020,-14276,3604,11724,10820,-1465,-12525,126,32
31.96,1015,-18188,5580,17880,9762,-5585,-9808,126,32
31.98,1019,-17276,10644,18548,5925,-6362,-6330,126,32
32.00,1006,-11912,12020,13620,-197,-230,-5215,126,32
32.02,1024,-11004,12412,11172,-5934,3545,-6258,126,32
32.04,1024,-8664,8632,11456,-9046,1904,-7210,126,32
32.06,1008,-7700,7296,12336,-9350,-354,-6819,126,32
32.08,1013,-7072,6000,12928,-9007,-1120,-4121,126,32
32.10,1012,-7864,4980,12356,-6491,414,432,126,32
32.12,1008,-9404,5156,12224,-3123,3328,3388,126,32
32.14,1014,-10852,5192,13268,131,6001,3689,126,32
32.16,1011,-12336,5772,14116,2951,5693,1993,126,32
32.18,1028,-12300,6532,13184,5488,2320,-629,126,32
32.20,1023,-11432,7080,11132,7149,-443,-3879,126,32
32.22,1015,-13824,7640,10644,7552,-2810,-5610,126,32
32.24,1010,-19676,8332,17788,6469,-8960,-3004,126,32
32.26,1015,-20504,12092,18124,4558,-11125,3649,126,32
32.28,1012,-17488,14268,16380,-430,-5674,7652,126,32
32.30,986,-15552,13876,16084,-6138,1057,7343,126,32
32.32,1012,-11608,11184,14620,-9159,4577,5383,126,32
32.34,991,-5964,8268,11360,-9933,4789,2722,126,32
32.36,1010,-6040,4568,11304,-8980,3446,829,126,32
32.38,1014,-9284,84,13580,-5251,-207,420,126,32
32.40,1013,-11436,-800,16640,-541,-4631,1885,126,32
32.42,1016,-13140,1728,18852,2760,-5650,3453,126,32
32.44,1012,-18316,5104,20320,3190,-4017,2812,126,32
32.46,1017,-16576,5024,17248,2969,-1969,1516,126,32
32.48,1016,-14244,5588,15232,2847,-794,-1169,126,32
32.50,1016,-11012,6240,13020,2696,415,-3386,126,32
32.52,1014,-7548,6880,9184,2996,1722,-4578,126,32
32.54,1014,-7568,7528,6640,2792,3313,-5444,126,32
32.56,1016,-9668,5468,6844,2436,3234,-4559,126,32
32.58,1028,-17028,6424,14132,2596,-3311,-945,126,32
32.60,1033,-19868,11052,18128,2173,-6716,2276,126,32
32.62,1022,-12800,12296,16204,-1935,-1343,5052,126,32
32.64,1010,-12016,11412,14680,-7703,5110,2992,126,32
32.66,1018,-8924,7168,11756,-10106,4486,1339,126,32
32.68,1021,-5056,4932,10652,-9585,478,604,126,32
32.70,1021,-5128,3164,12500,-8218,-1431,-35,126,32
32.72,1026,-6168,400,14424,-5204,-1414,962,126,32
32.74,1008,-8068,-292,16792,-88,-985,3104,126,32
32.76,1025,-11908,2864,18380,4310,581,3414,126,32
32.78,1008,-13852,4368,17172,6724,1931,1390,126,32
32.80,1011,-15080,2484,16908,8324,68,-1782,126,32
32.82,1024,-16084,2916,17572,10515,-5288,-5213,126,32
32.84,1010,-11732,4888,15964,10653,-8668,-7696,126,32
32.86,1026,-7132,6344,12052,8823,-7583,-8717,126,32
32.88,1014,-7268,7088,8404,6724,-4818,-9239,126,32
32.90,1036,-11268,4596,7072,5178,-1439,-8499,126,32
32.92,1035,-17864,3820,8580,5496,-1687,-4989,126,32
32.94,1025,-23972,7456,13696,6038,-6334,651,126,32
32.96,1008,-27200,13152,16232,4417,-5279,1435,126,32
32.98,1026,-20592,14512,13484,-936,1568,888,126,32
33.00,1009,-18000,10528,12592,-6860,6716,-2814,126,32
33.02,1019,-15140,4920,12464,-7504,3779,-4600,126,32
33.04,1013,-12292,3280,12984,-6715,-569,-5551,126,32
33.06,1010,-11808,1920,13140,-5737,-1930,-4167,126,32
33.08,1018,-11776,2044,13148,-3895,-1095,91,126,32
33.10,1026,-11752,3224,13268,-2361,2609,3553,126,32
33.12,1027,-11224,3376,14420,-1564,6673,5389,126,32
33.14,1016,-10496,2080,14348,-242,8615,5621,126,32
33.16,1021,-9884,1308,12832,1807,7831,4907,126,32
33.18,1024,-10040,2580,12500,3456,6914,2816,126,32
33.20,1023,-6872,4592,9780,4004,7440,193,126,32
33.22,1018,-6208,4640,7628,2889,9947,-3176,126,32
33.24,1005,-10408,2708,8944,2350,10644,-6002,126,32
33.26,1014,-15152,1316,12956,2822,5715,-6037,126,32
33.28,1015,-15888,1344,15820,3301,999,-4553,126,32
33.30,1010,-17240,4836,15348,1143,752,-4780,126,32
33.32,1026,-17780,5672,14904,-1455,1969,-6683,126,32
33.34,1022,-18004,6616,14592,-3189,2039,-9001,126,32
33.36,1023,-17056,5524,13260,-3960,615,-10543,126,32
33.38,1019,-14416,4476,11936,-2360,-521,-9731,126,32
33.40,1024,-14444,4380,11560,-567,1074,-7627,126,32
33.42,1025,-17108,4248,12204,1944,2492,-4981,126,32
33.44,1029,-16764,6336,13144,4722,2269,-3701,126,32
33.46,1016,-9480,7988,9212,5655,4979,-4177,126,32
33.48,1017,-7828,8148,5600,4224,6129,-6545,126,32
33.50,1016,-11128,4976,6320,3707,1173,-8027,126,32
33.52,1008,-11624,2924,8252,4745,-4392,-6528,126,32
33.54,1012,-12428,1152,10428,3629,-7772,-1018,126,32
33.56,1011,-18172,3096,13652,1792,-7754,4798,126,32
33.58,1016,-20092,6952,16472,-1315,-3178,6995,126,32
33.60,1012,-13940,6972,14556,-6009,1618,5940,126,32
33.62,1023,-14024,4100,11916,-8968,-224,2896,126,32
33.64,1016,-15000,1476,11612,-8142,-6870,687,126,32
33.66,1004,-12952,-560,12732,-5784,-10501,1362,126,32
33.68,1007,-13548,-2296,14476,-3138,-8113,3216,126,32
33.70,1000,-16928,-2116,15592,156,-5789,5040,126,32
33.72,1018,-22000,1324,17092,3092,-6064,4501,126,32
33.74,1005,-18000,2240,15708,5108,-6555,3704,126,32
33.76,1008,-14840,4480,15008,6569,-6895,1829,126,32
33.78,1006,-12380,6904,13696,7364,-6278,-1002,126,32
33.80,1002,-10432,8504,11108,6316,-5220,-3026,126,32
33.82,1011,-9756,6416,9412,5383,-5143,-2496,126,32
33.84,1024,-11860,4228,10004,5567,-5267,472,126,32
33.86,1017,-16996,5424,15324,4853,-6125,5729,126,32
33.88,1022,-13380,8828,13836,3812,-1838,10884,126,32
33.90,999,-9200,10928,9040,1666,5419,13705,126,32
33.92,1013,-7536,8672,5692,1152,8227,15188,126,32
33.94,1017,-5336,8096,4924,2641,8292,16484,126,32
33.96,1018,-3512,7408,4548,3119,8934,17089,126,32
33.98,1010,-7620,5740,9488,3532,7366,17267,126,32
34.00,1012,-13556,4900,15332,5011,4857,16154,126,32
34.02,1026,-19908,5140,23660,5143,6351,14138,126,32
34.04,1010,-32768,6608,30780,3,8481,10366,126,32
34.06,1008,-32768,4248,26752,-3208,4734,1919,126,32
34.08,1024,-27172,3412,20864,-2984,550,-8885,126,32
34.10,1002,-19508,4500,16300,-3461,-1446,-16169,126,32
34.12,1027,-10384,5980,9948,-1933,-4635,-19025,126,32
34.14,1014,-516,8196,4828,-1319,-7366,-17520,126,32
34.16,1007,5248,7180,2720,-2353,-8622,-8101,126,32
34.18,1021,-1116,8736,3024,-1333,-14834,5694,126,32
34.20,1011,-4432,14840,6796,4819,-20337,19719,126,32
34.22,1024,2072,21384,10488,9079,-12961,28963,126,32
34.24,1019,3148,20252,10620,5915,-6548,31960,126,32
34.26,1024,2448,13536,9316,5530,-10202,32767,126,32
34.28,1008,-56,13380,10640,9071,-15994,31088,126,32
34.30,1010,-8476,18164,24264,7194,-20247,28172,126,32
34.32,1024,-7284,16884,32767,2647,-18484,27288,126,32
34.34,1014,-9048,16340,32767,-1716,-9381,26817,126,32
34.36,1013,-12480,14704,27448,-8499,-467,22069,126,32
34.38,1010,-14596,9192,21144,-13324,1916,17164,126,32
34.40,1021,-16100,3608,18564,-14896,-372,10347,126,32
34.42,1022,-16364,2020,15004,-13978,-4727,3430,126,32
34.44,1018,-16060,5600,10212,-14339,-6735,-3818,126,32
34.46,1015,-15600,5788,4236,-14152,-4599,-8417,126,32
34.48,1008,-21040,7040,7480,-12277,-1402,-9624,126,32
34.50,1018,-25808,10876,15816,-9963,3726,-9481,126,32
34.52,1010,-20268,14856,14764,-7971,10785,-9709,126,32
34.54,1015,-15384,17392,10976,-8033,18812,-13970,126,32
34.56,1008,-14988,13668,11704,-7148,21949,-19261,126,32
34.58,1021,-14200,13752,17928,-140,16500,-22541,126,32
34.60,1025,-7124,17200,21204,2585,12611,-24430,126,32
34.62,1015,-728,14388,17164,2247,15009,-24125,126,32
34.64,1020,-2720,10400,13964,4187,16438,-22040,126,32
34.66,1006,-2868,8896,16660,7882,10088,-17389,126,32
34.68,1016,2160,7912,17704,10708,6290,-12245,126,32
34.70,1021,2772,7052,15960,11954,6754,-6923,126,32
34.72,1025,1496,5404,13476,14218,7385,-2334,126,32
34.74,1020,-5636,6432,16824,15586,5374,-862,126,32
34.76,1022,-10212,7812,22320,15425,2328,-2293,126,32
34.78,1011,-10768,8668,22408,10924,5247,-5371,126,32
34.80,1024,-19988,8332,20660,4013,2683,-9600,126,32
34.82,1017,-25036,6380,19456,429,-3965,-14385,126,32
34.84,1024,-20064,3156,18148,-3251,-6228,-14260,126,32
34.86,1014,-17080,2164,16036,-6908,-4986,-10098,126,32
34.88,1011,-14392,4464,12432,-7682,-5728,-6125,126,32
