GSR:1031,Ax:-3756,Ay:-2852,Az:19976,Gx:376,Gy:-452,Gz:79,HR:71,SPO2:66
GSR:1014,Ax:-3884,Ay:-2960,Az:19916,Gx:399,Gy:-378,Gz:94,HR:71,SPO2:66
GSR:1033,Ax:-3956,Ay:-2836,Az:19996,Gx:411,Gy:-325,Gz:51,HR:71,SPO2:66
GSR:1012,Ax:-3920,Ay:-2880,Az:19972,Gx:451,Gy:-389,Gz:47,HR:71,SPO2:66
GSR:1025,Ax:-3908,Ay:-2852,Az:19876,Gx:446,Gy:-391,Gz:38,HR:71,SPO2:66
GSR:1012,Ax:-3872,Ay:-2872,Az:19924,Gx:432,Gy:-393,Gz:24,HR:71,SPO2:66
GSR:1021,Ax:-3964,Ay:-2876,Az:20012,Gx:467,Gy:-408,Gz:44,HR:71,SPO2:66
GSR:1008,Ax:-3876,Ay:-2896,Az:20008,Gx:454,Gy:-363,Gz:59,HR:71,SPO2:66
GSR:1028,Ax:-4024,Ay:-2868,Az:19884,Gx:423,Gy:-393,Gz:36,HR:71,SPO2:66
GSR:1012,Ax:-3964,Ay:-2840,Az:19964,Gx:391,Gy:-504,Gz:-21,HR:71,SPO2:66
GSR:1009,Ax:-3988,Ay:-2832,Az:20020,Gx:448,Gy:-522,Gz:-13,HR:71,SPO2:66
GSR:1008,Ax:-3836,Ay:-2808,Az:19964,Gx:392,Gy:-462,Gz:29,HR:71,SPO2:66
GSR:1006,Ax:-3764,Ay:-2840,Az:20024,Gx:395,Gy:-418,Gz:85,HR:71,SPO2:66
GSR:1006,Ax:-3824,Ay:-2860,Az:19976,Gx:382,Gy:-388,Gz:57,HR:71,SPO2:66
GSR:1028,Ax:-3964,Ay:-2944,Az:20044,Gx:408,Gy:-411,Gz:69,HR:71,SPO2:66
GSR:1012,Ax:-3960,Ay:-2860,Az:20068,Gx:422,Gy:-441,Gz:23,HR:71,SPO2:66
GSR:1018,Ax:-4028,Ay:-2752,Az:20008,Gx:427,Gy:-477,Gz:25,HR:71,SPO2:66
GSR:1007,Ax:-3848,Ay:-2876,Az:19976,Gx:408,Gy:-464,Gz:-4,HR:71,SPO2:66
GSR:1009,Ax:-3832,Ay:-2900,Az:19940,Gx:427,Gy:-418,Gz:70,HR:71,SPO2:66
GSR:1015,Ax:-3768,Ay:-2884,Az:19988,Gx:414,Gy:-353,Gz:74,HR:71,SPO2:66
GSR:1008,Ax:-3984,Ay:-2996,Az:19920,Gx:423,Gy:-412,Gz:19,HR:71,SPO2:66
GSR:1018,Ax:-3964,Ay:-2804,Az:19880,Gx:432,Gy:-452,Gz:22,HR:71,SPO2:66
GSR:1003,Ax:-3960,Ay:-2864,Az:19916,Gx:445,Gy:-509,Gz:9,HR:71,SPO2:66
GSR:1008,Ax:-3824,Ay:-2928,Az:19976,Gx:423,Gy:-502,Gz:7,HR:71,SPO2:66
GSR:1003,Ax:-3880,Ay:-2888,Az:20080,Gx:423,Gy:-393,Gz:24,HR:71,SPO2:66
GSR:1015,Ax:-3980,Ay:-2908,Az:20056,Gx:408,Gy:-396,Gz:18,HR:71,SPO2:66
GSR:1006,Ax:-3908,Ay:-2884,Az:19908,Gx:433,Gy:-483,Gz:4,HR:71,SPO2:66
GSR:1022,Ax:-4052,Ay:-2812,Az:19892,Gx:389,Gy:-621,Gz:-26,HR:71,SPO2:66
GSR:998,Ax:-4164,Ay:-2868,Az:19952,Gx:358,Gy:-742,Gz:-113,HR:71,SPO2:66
GSR:1007,Ax:-3724,Ay:-2868,Az:19948,Gx:416,Gy:-763,Gz:-109,HR:71,SPO2:66
GSR:999,Ax:-3396,Ay:-2960,Az:19976,Gx:398,Gy:-669,Gz:-21,HR:71,SPO2:66
GSR:1011,Ax:-3568,Ay:-2820,Az:20020,Gx:415,Gy:-364,Gz:47,HR:71,SPO2:66
GSR:1028,Ax:-3760,Ay:-2944,Az:19980,Gx:393,Gy:-294,Gz:76,HR:71,SPO2:66
GSR:1014,Ax:-3948,Ay:-2916,Az:19860,Gx:409,Gy:-302,Gz:99,HR:71,SPO2:66
GSR:1045,Ax:-4008,Ay:-2964,Az:19996,Gx:425,Gy:-395,Gz:25,HR:71,SPO2:66
GSR:1041,Ax:-4008,Ay:-2784,Az:19912,Gx:453,Gy:-501,Gz:-11,HR:71,SPO2:66
GSR:1030,Ax:-3920,Ay:-2920,Az:20160,Gx:429,Gy:-483,Gz:-4,HR:71,SPO2:66
GSR:1012,Ax:-3704,Ay:-2864,Az:20040,Gx:436,Gy:-489,Gz:28,HR:71,SPO2:66
GSR:1012,Ax:-3852,Ay:-2828,Az:19956,Gx:391,Gy:-419,Gz:47,HR:71,SPO2:66
GSR:1016,Ax:-3988,Ay:-2944,Az:19888,Gx:373,Gy:-430,Gz:7,HR:71,SPO2:66
GSR:1023,Ax:-4092,Ay:-2916,Az:19980,Gx:426,Gy:-518,Gz:-34,HR:71,SPO2:66
GSR:1023,Ax:-3708,Ay:-2908,Az:19892,Gx:440,Gy:-556,Gz:-23,HR:71,SPO2:66
GSR:1007,Ax:-3692,Ay:-2860,Az:20104,Gx:383,Gy:-429,Gz:50,HR:71,SPO2:66
GSR:1023,Ax:-3712,Ay:-2812,Az:20016,Gx:397,Gy:-411,Gz:34,HR:71,SPO2:66
GSR:1029,Ax:-3924,Ay:-2916,Az:19924,Gx:401,Gy:-364,Gz:45,HR:71,SPO2:66
GSR:1012,Ax:-3932,Ay:-2988,Az:19876,Gx:425,Gy:-401,Gz:3,HR:71,SPO2:66
GSR:1013,Ax:-3916,Ay:-2828,Az:20108,Gx:428,Gy:-506,Gz:-2,HR:71,SPO2:66
GSR:1016,Ax:-3820,Ay:-2780,Az:20028,Gx:384,Gy:-562,Gz:-15,HR:71,SPO2:66
GSR:1000,Ax:-3668,Ay:-2856,Az:19900,Gx:372,Gy:-489,Gz:15,HR:71,SPO2:66
GSR:1014,Ax:-3772,Ay:-2924,Az:19876,Gx:414,Gy:-423,Gz:51,HR:71,SPO2:66
GSR:1022,Ax:-3980,Ay:-2976,Az:19944,Gx:409,Gy:-423,Gz:17,HR:71,SPO2:66
GSR:1013,Ax:-4080,Ay:-2988,Az:19968,Gx:416,Gy:-494,Gz:0,HR:71,SPO2:66
