Time,Ax,Ay,Az
19.96,-8732,17652,6140
19.98,-10024,15988,5512
20.0,-11288,15096,5076
20.02,-12036,15268,5060
20.04,-11628,16412,5656
20.06,-10388,16048,6996
20.08,-8996,15028,7312
20.1,-7592,14744,7192
20.12,-7428,14016,7148
20.14,-7908,13280,6820
20.16,-9096,13680,7200
20.18,-10840,14340,8484
20.2,-12052,14036,10016
20.22,-12172,14476,10524
20.24,-11476,14704,9948
20.26,-10808,14292,10196
20.28,-10640,15144,11052
20.3,-10456,16696,12192
20.32,-10784,19636,14204
20.34,-11980,22300,15452
20.36,-10572,22580,13728
20.38,-7864,21544,11480
20.4,-6804,18264,10612
20.42,-6880,17036,10748
20.44,-7036,18600,10896
20.46,-7484,20088,10688
20.48,-7976,22092,10124
20.5,-7236,24368,9120
20.52,-4668,24124,7624
20.54,-3648,22788,6456
20.56,-3908,22112,6432
20.58,-4300,22020,6528
20.6,-4752,21024,6852
20.62,-5640,20052,6772
20.64,-6244,18572,5440
20.66,-5604,16596,4020
20.68,-5944,15368,2980
20.7,-6880,14628,2712
20.72,-6864,14408,3108
20.74,-6256,14092,3660
20.76,-5908,13396,4176
20.78,-5464,12756,4844
20.8,-4880,11704,4548
20.82,-4628,10624,4252
20.84,-5296,10556,4580
20.86,-6276,10356,5336
20.88,-6816,9648,6876
20.9,-7644,9672,8556
20.92,-8812,11516,10088
20.94,-9432,11680,10216
20.96,-9988,11016,10604
20.98,-11892,8700,12228
21.0,-14848,7016,14488
21.02,-17952,8392,15528
21.04,-19580,9716,15172
21.06,-18684,10188,15040
21.08,-17372,9576,14948
21.1,-17940,8176,14620
21.12,-18492,5748,13860
21.14,-18120,3572,13464
21.16,-17604,1696,13112
21.18,-16664,268,12224
21.2,-16292,-48,11596
21.22,-16212,340,10812
21.24,-16488,1400,10888
21.26,-17224,3016,11524
21.28,-17480,4372,11512
21.3,-17728,4296,11956
21.32,-16996,3680,13328
21.34,-16308,3748,13340
21.36,-16640,4172,12628
21.38,-17420,5092,14332
21.4,-17412,7004,15492
21.42,-16168,6756,14240
21.44,-14172,6316,12432
21.46,-15572,7636,11016
21.48,-18584,12096,10816
21.5,-16696,14996,9332
21.52,-14148,17328,10048
21.54,-14100,14992,10788
21.56,-11788,11252,10144
21.58,-8976,9956,9076
21.6,-8656,10280,9524
21.62,-12252,11324,9868
21.64,-12844,11296,6936
21.66,-12120,9724,5656
21.68,-11392,10192,4968
21.7,-11332,11908,4600
21.72,-9760,12368,3948
21.74,-9288,13108,4376
21.76,-9940,12796,4936
21.78,-11220,12396,3036
21.8,-10888,10828,4244
21.82,-10664,11268,5736
21.84,-14912,11256,8076
21.86,-10408,7772,12492
21.88,-10476,5016,11152
21.9,-22644,2364,9600
21.92,-28108,1208,7776
21.94,-17468,2680,7880
21.96,-11216,3444,7276
21.98,-13308,5092,5092
22.0,-13160,6872,4596
22.02,-14260,5788,7124
22.04,-16496,1684,6952
22.06,-17284,2400,5752
22.08,-15428,3808,5408
22.1,-14356,1184,6300
22.12,-13852,868,6772
22.14,-14568,1732,7144
22.16,-16568,2512,7072
22.18,-16456,2592,8092
22.2,-13724,1884,8816
22.22,-13132,1704,8704
22.24,-13896,1608,9508
22.26,-14140,1628,9500
22.28,-13372,1904,9500
22.3,-11884,1936,9308
22.32,-8540,2280,9904
22.34,-7696,2448,9572
22.36,-9560,3740,11412
22.38,-10796,4608,11272
22.4,-11772,6024,11356
22.42,-15000,8700,10192
22.44,-21984,10948,8896
22.46,-26188,8900,9772
22.48,-23020,6832,11316
22.5,-19928,5584,11416
22.52,-19560,4936,10044
22.54,-22576,4564,9376
22.56,-22776,4096,9156
22.58,-19744,4720,10172
22.6,-17500,5204,9584
22.62,-16892,5384,9172
22.64,-17112,5512,8496
22.66,-16876,5788,7852
22.68,-16300,6208,7908
22.7,-15680,6240,8292
22.72,-15256,6144,8120
22.74,-14768,6280,7876
22.76,-14800,6460,7816
22.78,-15016,6440,7936
22.8,-15020,6420,7684
22.82,-15016,6656,7676
22.84,-15096,7072,7572
22.86,-14844,7264,7632
22.88,-14200,7452,7412
22.9,-13792,7628,7576
22.92,-13772,7808,7748
22.94,-13716,8372,7580
22.96,-13724,9096,7548
22.98,-14132,10388,7564
23.0,-14188,11264,7480
23.02,-13740,12168,7672
23.04,-12860,12432,7848
23.06,-11384,11652,8088
23.08,-9852,10804,8052
23.1,-8612,10608,8104
23.12,-8060,11096,8712
23.14,-7524,12712,8900
23.16,-6556,14344,8768
23.18,-5512,15580,8700
23.2,-5000,16436,8876
23.22,-4936,16840,8772
23.24,-5108,16788,8616
23.26,-5544,15768,8592
23.28,-5768,15276,8312
23.3,-6092,15316,8600
23.32,-6212,15136,8568
23.34,-6060,15100,8820
23.36,-5952,15888,8944
23.38,-5744,16144,8548
23.4,-5188,16604,8488
23.42,-4416,17004,8840
23.44,-4200,16552,8960
23.46,-4536,15768,8524
23.48,-4800,15560,8520
23.5,-5400,15136,8588
23.52,-5984,14556,8780
23.54,-6200,14368,9076
23.56,-5928,14500,9372
23.58,-5376,14512,9468
23.6,-4988,14500,9512
23.62,-5092,14588,9472
23.64,-5300,15104,9476
23.66,-5532,15184,9444
23.68,-6248,15288,9468
23.7,-6756,17392,10236
23.72,-7360,19852,10908
23.74,-7728,21864,11728
23.76,-7596,21740,12280
23.78,-7680,19732,12100
23.8,-7488,17512,11416
23.82,-6432,16488,10416
23.84,-5356,16904,9896
23.86,-4684,18140,9420
23.88,-4208,18464,9096
23.9,-4776,17312,8348
23.92,-5512,16120,7852
23.94,-6016,16704,8328
23.96,-5480,16652,8108
23.98,-5956,14328,6324
24.0,-6540,13396,6356
24.02,-7096,13388,6828
24.04,-6772,14092,7104
24.06,-5756,13724,6444
24.08,-5096,12712,6328
24.1,-5116,11912,6188
24.12,-5176,11856,6556
24.14,-5156,11844,6840
24.16,-5360,12180,6532
24.18,-5676,12156,6392
24.2,-6280,12304,6640
24.22,-6640,12632,7220
24.24,-6972,12976,7636
24.26,-7352,12952,8068
24.28,-8004,12608,8368
24.3,-9116,12072,8868
24.32,-9120,11672,9396
24.34,-9684,13792,9960
24.36,-10784,16600,10152
24.38,-11144,17784,11088
24.4,-10240,17056,11704
24.42,-9428,16656,12380
24.44,-9488,16900,13048
24.46,-10952,16528,13324
24.48,-10724,14052,11876
24.5,-8176,12196,12628
24.52,-6536,9552,12540
24.54,-7332,7780,11452
24.56,-7828,7900,11328
24.58,-8432,8436,11272
24.6,-8060,9356,10824
24.62,-7384,10324,10632
24.64,-7072,11428,10620
24.66,-7764,12792,11000
24.68,-8052,12832,10532
24.7,-7928,12660,10680
24.72,-7880,12972,11324
24.74,-7940,14312,11968
24.76,-7732,15960,12228
24.78,-7972,17592,12252
24.8,-8908,19460,12376
24.82,-8832,23316,12808
24.84,-7816,26572,13704
24.86,-6356,26152,13948
24.88,-5752,21788,13164
24.9,-6228,19112,12576
24.92,-7564,20568,12192
24.94,-6860,21408,11288
24.96,-5336,21620,10160
24.98,-4480,21536,9432
25.0,-3684,20908,8828
25.02,-3320,20056,8208
25.04,-3808,18160,7552
25.06,-4360,16064,7144
25.08,-5004,14792,6844
25.1,-5540,14628,7280
25.12,-6136,14508,7844
25.14,-5728,13620,7692
25.16,-4524,13112,7216
25.18,-3800,12764,6744
25.2,-3440,12796,7084
25.22,-2856,12184,7316
25.24,-2420,11252,6836
25.26,-2876,10188,6384
25.28,-4320,9624,6448
25.3,-5424,9336,6360
25.32,-6676,9204,6224
25.34,-7592,8968,5712
25.36,-8744,11108,5716
25.38,-10032,14904,5868
25.4,-9840,15640,5276
25.42,-9928,14216,4928
25.44,-13152,13992,6696
25.46,-12288,14696,7480
25.48,-12508,16032,6156
25.5,-12796,17156,5300
25.52,-11456,17200,5080
25.54,-9216,16804,5172
25.56,-7696,16136,4644
25.58,-8568,14720,4068
25.6,-10028,14160,3708
25.62,-11516,14760,3520
25.64,-13684,14488,3104
25.66,-14812,13940,3132
25.68,-14884,15136,4100
25.7,-14472,16332,5716
25.72,-14312,15748,5924
25.74,-13920,15388,5216
25.76,-13800,15168,5468
25.78,-14280,13832,7032
25.8,-15500,14004,8848
25.82,-17268,16332,9140
25.84,-18788,19568,9648
25.86,-20584,22076,11040
25.88,-18968,21604,11224
25.9,-12372,18280,9796
25.92,-7068,18412,10100
25.94,-6724,22092,9848
25.96,-5164,23900,8808
25.98,-3172,24408,8044
26.0,-4040,22692,7016
26.02,-5920,20496,6360
26.04,-7200,19100,6668
26.06,-7888,19156,7284
26.08,-7708,20296,6284
26.1,-7176,20392,4520
26.12,-6932,19880,3560
26.14,-7096,19164,3544
26.16,-7084,18084,4768
26.18,-7336,19344,5156
26.2,-6140,18592,4488
26.22,-5660,16444,4328
26.24,-6840,15184,4760
26.26,-7992,14468,4628
26.28,-7488,13488,5188
26.3,-6200,12476,5652
26.32,-6036,13352,5924
26.34,-6000,14044,5696
26.36,-5316,11124,5744
26.38,-5488,7104,6828
26.4,-8460,4988,8572
26.42,-13940,5720,9876
26.44,-16764,8180,11040
26.46,-15780,8372,12712
26.48,-14872,7656,14056
26.5,-15148,6840,14624
26.52,-14152,4308,14752
26.54,-13788,3512,14596
26.56,-13888,2460,15204
26.58,-14992,1392,15556
26.6,-15680,908,14880
26.62,-15244,1044,13492
26.64,-14988,1080,12912
26.66,-15940,1152,12820
26.68,-16464,1456,12500
26.7,-16180,1624,11860
26.72,-16004,2000,10632
26.74,-16208,2396,9408
26.76,-15668,2832,8780
26.78,-15456,3056,8328
26.8,-15560,3508,8176
26.82,-17952,4316,7984
26.84,-20552,5752,7284
26.86,-18660,6844,7120
26.88,-15080,6772,7212
26.9,-14652,6928,7624
26.92,-15596,8044,7400
26.94,-14972,9224,7328
26.96,-13620,9888,6960
26.98,-12432,10388,7136
27.0,-12252,10344,7632
27.02,-11212,11044,8400
27.04,-11908,11204,8272
27.06,-13332,10268,7396
27.08,-13404,9240,7244
27.1,-11672,8964,7468
27.12,-11676,7832,7280
27.14,-13500,6692,7168
27.16,-14832,6712,6976
27.18,-15164,6772,6164
27.2,-14932,6224,5900
27.22,-15648,6548,5800
27.24,-16748,7624,6436
27.26,-16356,7980,7136
27.28,-14960,7600,7536
27.3,-16240,6684,9928
27.32,-13060,6744,9612
27.34,-10780,6276,11740
27.36,-8128,6660,14796
27.38,-6548,7556,17772
27.4,-8072,7904,16400
27.42,-10692,7080,14072
27.44,-11568,6828,11872
27.46,-9904,7440,11608
27.48,-16608,6784,7156
27.5,-20604,5188,6508
27.52,-21512,6232,5976
27.54,-18724,6592,6896
27.56,-16536,5520,7644
27.58,-13816,5584,7976
27.6,-16976,5588,8216
27.62,-20092,6940,10036
27.64,-16428,4788,8780
27.66,-17036,4168,9992
27.68,-13776,3428,11376
27.7,-15288,1932,8908
27.72,-7584,6724,6636
27.74,-9536,6832,5504
27.76,-14188,6724,4284
27.78,-15912,7536,5240
27.8,-20072,10188,8932
27.82,-19036,5712,8080
27.84,-15100,3116,6328
27.86,-20596,572,1812
27.88,-19800,2676,3908
27.9,-16972,3248,5860
27.92,-16272,2068,5572
27.94,-16456,1408,4136
27.96,-16460,828,2184
27.98,-14096,9580,3664
28.0,-17576,9720,5376
28.02,-20436,9648,5356
28.04,-19980,9324,5260
28.06,-14716,10252,5988
28.08,-7908,9768,8652
28.1,-5236,8888,8448
28.12,-4388,9128,7252
28.14,-7228,8728,5600
28.16,-12224,7880,4328
28.18,-14508,5764,3952
28.2,-14116,4064,4528
28.22,-14756,3856,4676
28.24,-16632,2812,3604
28.26,-17792,780,3228
28.28,-19580,636,2328
28.3,-21640,1904,3360
28.32,-20300,1056,3612
28.34,-17648,136,3988
28.36,-17488,796,4648
28.38,-17072,1740,5444
28.4,-18276,2852,4812
28.42,-19572,4764,3952
28.44,-18652,6144,2052
28.46,-17752,7048,720
28.48,-19956,7360,1764
28.5,-16696,8636,3292
28.52,-16268,8136,1468
28.54,-15264,6884,1196
28.56,-15148,7256,1732
28.58,-19192,7568,1392
28.6,-19268,6888,416
28.62,-17468,7284,-756
28.64,-19696,8324,28
28.66,-19912,8140,1244
28.68,-17624,7252,1928
28.7,-15336,6660,2572
28.72,-13216,6180,2748
28.74,-13220,6380,4132
28.76,-14228,6232,5300
28.78,-15020,5192,6496
28.8,-13408,4540,6444
28.82,-12188,4996,6504
28.84,-13656,5012,6584
28.86,-15504,4516,6844
28.88,-16020,4728,7192
28.9,-16052,4528,7264
28.92,-15648,4768,7740
28.94,-15124,4852,8784
28.96,-15696,4812,9456
28.98,-15836,4652,8912
29.0,-15724,4656,9000
29.02,-16208,4728,8884
29.04,-17264,4712,9252
29.06,-16276,4440,9204
29.08,-15152,4232,9300
29.1,-14624,4264,9512
29.12,-14752,4196,9604
29.14,-15468,3736,9644
29.16,-15700,3456,9744
29.18,-15452,3444,10156
29.2,-13844,3668,9568
29.22,-14072,3632,9364
29.24,-15524,2992,9844
29.26,-16176,2808,9752
29.28,-14948,3056,9784
29.3,-13420,2992,9472
29.32,-15172,2620,9692
29.34,-15444,2828,9116
29.36,-15256,2560,9060
29.38,-14884,2448,9232
29.4,-14872,2936,9508
29.42,-15728,2888,9860
29.44,-15940,3000,9648
29.46,-16120,3012,9760
29.48,-15628,2996,9844
29.5,-14860,3352,9764
29.52,-15632,3220,9716
29.54,-16124,3452,9836
29.56,-16004,3296,9788
29.58,-15272,3284,9740
29.6,-15268,3112,9948
29.62,-15532,2808,10136
29.64,-15768,2736,10504
29.66,-15800,2884,10640
29.68,-15604,2836,10588
29.7,-14732,2744,10420
29.72,-13944,2896,10040
29.74,-13504,2480,9604
29.76,-14016,2580,9560
29.78,-14892,2396,9752
29.8,-15404,2124,9904
29.82,-15664,2056,10444
29.84,-15752,2512,10804
29.86,-16512,5680,7776
29.88,-14272,6492,7184
29.9,-16480,9836,5864
29.92,-17856,11164,6696
29.94,-21688,12268,7480
29.96,-20868,11456,7012
29.98,-17752,10180,6152
30.0,-17964,9448,5736
30.02,-18624,9508,5816
30.04,-21460,10208,5888
30.06,-22680,10208,5808
30.08,-22304,9512,5200
30.1,-21116,9320,6464
30.12,-19372,7244,8192
30.14,-17768,5664,8728
30.16,-17196,3896,8208
30.18,-15872,1976,7708
30.2,-15188,84,7836
30.22,-13752,-1956,6936
30.24,-12652,-3060,5940
30.26,-11964,-4196,5192
30.28,-10292,-4768,5112
30.3,-9320,-4816,4976
30.32,-10128,-4804,4980
30.34,-10316,-3936,6124
30.36,-11012,-3148,7888
30.38,-12592,-2588,7872
30.4,-12628,-2776,7572
30.42,-12420,-1904,8632
30.44,-13784,-1436,9472
30.46,-15916,-664,10280
30.48,-17640,-20,11072
30.5,-18112,364,11728
30.52,-17560,400,12468
30.54,-17304,384,11752
30.56,-17772,536,11044
30.58,-18568,800,10828
30.6,-18228,892,10900
30.62,-16548,736,10628
30.64,-15700,464,10048
30.66,-15264,284,9040
30.68,-15712,212,8472
30.7,-16636,104,8324
30.72,-16004,-296,8180
30.74,-16020,-516,7968
30.76,-15956,-896,7764
30.78,-15824,-952,7228
30.8,-16420,-1236,7216
30.82,-16320,-1516,7384
30.84,-15972,-1796,7256
30.86,-15608,-1840,7068
30.88,-15988,-2216,7032
30.9,-15872,-2240,6904
30.92,-15656,-2328,7148
30.94,-15240,-2416,7632
30.96,-15128,-2332,7760
30.98,-15672,-1232,7716
31.0,-15984,-884,8420
31.02,-16028,4,9360
31.04,-16664,744,10180
31.06,-16296,1504,10584
31.08,-16956,2284,11348
31.1,-16900,2616,12168
31.12,-15848,3280,12812
31.14,-14876,3752,13264
31.16,-14468,3676,13252
31.18,-15312,3700,13092
31.2,-15884,3748,13904
31.22,-16004,3680,13644
31.24,-15868,3080,13124
31.26,-15992,2844,12984
31.28,-14596,2488,12568
31.3,-14428,2448,11980
31.32,-14420,1976,11436
31.34,-13608,1416,11068
31.36,-12328,1320,10360
31.38,-12308,736,10096
31.4,-11992,20,9616
31.42,-12304,-328,8804
31.44,-12600,-500,8100
31.46,-13636,-772,7696
31.48,-15544,-1096,7784
31.5,-18540,-620,8492
31.52,-21876,1132,9076
31.54,-21944,2404,8784
31.56,-22628,3736,8768
31.58,-21616,4580,9120
31.6,-20784,5532,9564
31.62,-19340,6216,9016
31.64,-16240,6240,8324
31.66,-13644,5288,7836
31.68,-12040,3804,7580
31.7,-12088,2676,7384
31.72,-13140,2208,7248
31.74,-14892,1948,7560
31.76,-16996,1904,8564
31.78,-18716,2836,9160
31.8,-17776,2532,8356
31.82,-15540,1168,7384
31.84,-14932,472,6864
31.86,-15308,324,6640
31.88,-15232,488,6376
31.9,-15268,848,6276
31.92,-16012,888,6636
31.94,-16652,1320,7048
31.96,-16572,1364,7308
31.98,-15876,884,7248
32.0,-15796,468,6912
32.02,-15696,216,7292
32.04,-15272,-136,8040
32.06,-14904,-272,8452
32.08,-14776,-984,8976
32.1,-14356,-888,9460
32.12,-13960,-928,9856
32.14,-14396,-1080,11544
32.16,-15320,-1384,12140
32.18,-14096,-1192,12392
32.2,-12064,88,12792
32.22,-12896,2460,14672
32.24,-15328,4760,16332
32.26,-13536,6276,16104
32.28,-11492,7708,15344
32.3,-12336,10944,14824
32.32,-12244,10496,14172
32.34,-11436,9720,13012
32.36,-10536,9184,11920
32.38,-10616,9876,11744
32.4,-10528,10764,11756
32.42,-10112,10852,11208
32.44,-11088,11032,10632
32.46,-11844,11936,11204
32.48,-11584,11864,11136
32.5,-11008,11720,10940
32.52,-10884,11384,10912
32.54,-9568,10148,10236
32.56,-10140,10000,10280
32.58,-10584,10000,10808
32.6,-10816,9764,10872
32.62,-10664,9800,10464
32.64,-10804,10124,10608
32.66,-11432,10428,11008
32.68,-11584,10464,10892
32.7,-11368,10404,10444
32.72,-11640,10760,10616
32.74,-11488,11416,10704
32.76,-11044,12824,10696
32.78,-10956,14588,10332
32.8,-11956,17404,10732
32.82,-13024,21616,10908
32.84,-15244,-2796,9148
32.86,-15672,-2548,9292
32.88,-15948,-2608,9252
32.9,-15556,-2624,9160
32.92,-15352,-2792,9048
32.94,-15200,-2548,8984
32.96,-15356,-2576,9024
32.98,-15800,-2464,8932
33.0,-15732,-2572,9036
33.02,-15440,-2576,9040
33.04,-15280,-2460,8852
33.06,-15388,-2484,8736
33.08,-15628,-2488,8844
33.1,-15808,-2664,9204
33.12,-15416,-2512,9052
33.14,-15232,-2564,9076
33.16,-15660,-2488,8992
33.18,-15776,-2392,8836
33.2,-15776,-2520,8820
33.22,-15464,-2600,8772
33.24,-15512,-2424,8716
33.26,-15864,-2428,8928
33.28,-15556,-2396,8768
33.3,-15560,-2676,8724
33.32,-15740,-2392,8552
33.34,-15908,-2588,8532
33.36,-15720,-2512,8720
33.38,-15440,-2632,8660
33.4,-15392,-2444,8616
33.42,-15656,-2416,8548
33.44,-15584,-2564,8828
33.46,-15616,-2496,8796
33.48,-15736,-2564,8760
33.5,-15904,-2440,8504
33.52,-15664,-2440,8720
33.54,-15592,-2568,8744
33.56,-15544,-2540,8776
33.58,-15688,-2580,8796
33.6,-15668,-2512,8868
33.62,-15580,-2416,8696
33.64,-15612,-2536,8580
33.66,-15728,-2648,8624
33.68,-15860,-2588,8724
33.7,-15728,-2516,8588
33.72,-15556,-2556,8668
33.74,-15688,-2628,8596
33.76,-15740,-2332,8564
33.78,-15596,-2488,8696
33.8,-15560,-2572,8668
33.82,-15648,-2476,8612
33.84,-15616,-2488,8720
33.86,-15596,-2480,8884
33.88,-15548,-2556,8776
33.9,-15584,-2500,8744
33.92,-15576,-2448,8656
33.94,-15680,-2532,8788
33.96,-15828,-2664,8840
33.98,-15596,-2416,8800
34.0,-15468,-2544,8768
34.02,-15636,-2532,8760
34.04,-15752,-2532,8748
34.06,-15780,-2472,8680
34.08,-15648,-2540,8732
34.1,-15468,-2612,8832
34.12,-15464,-2560,8804
34.14,-15844,-2468,8608
34.16,-15688,-2492,8652
34.18,-15728,-2664,8724
34.2,-15524,-2512,8728
34.22,-15552,-2424,8956
34.24,-15620,-2544,8820
34.26,-15380,-2416,8640
34.28,-15576,-2468,8744
34.3,-15648,-2504,8732
34.32,-15680,-2580,8804
34.34,-15748,-2540,8768
34.36,-15584,-2572,8676
34.38,-15408,-2468,8588
34.4,-15528,-2488,8796
34.42,-15932,-2628,8776
34.44,-15652,-2432,8860
34.46,-15456,-2456,8776
34.48,-15500,-2472,8784
34.5,-15644,-2420,8820
34.52,-15632,-2484,8776
34.54,-15492,-2520,8640
34.56,-15508,-2660,8780
34.58,-15796,-2480,8596
34.6,-15720,-2364,8684
34.62,-15580,-2580,8900
34.64,-15480,-2584,8740
34.66,-15288,-2536,8612
34.68,-15584,-2528,8728
34.7,-15984,-2580,8632
34.72,-15552,-2636,8524
34.74,-15524,-2500,8568
34.76,-15652,-2532,8800
34.78,-15576,-2436,8808
34.8,-15668,-2488,8604
34.82,-15408,-2656,8568
34.84,-15764,-2472,8708
34.86,-15716,-2504,8748
34.88,-15640,-2552,8744
34.9,-15576,-2576,8768
34.92,-15572,-2572,8660
34.94,-15564,-2448,8572
34.96,-15508,-2508,8788
34.98,-15852,-2484,8684
35.0,-15744,-2524,8540
35.02,-15560,-2568,8672
35.04,-15456,-2528,8740
35.06,-15852,-2628,8624
35.08,-15880,-2560,8812
35.1,-15668,-2604,8452
35.12,-15524,-2408,8560
35.14,-15600,-2640,8812
35.16,-15672,-2480,8696
35.18,-15612,-2488,8820
35.2,-15496,-2484,8716
35.22,-15620,-2524,8644
35.24,-15388,-2516,8672
35.26,-15716,-2488,8688
35.28,-15936,-2568,8616
35.3,-15572,-2536,8564
35.32,-15396,-2576,8700
35.34,-15640,-2540,8620
35.36,-15784,-2472,8648
35.38,-15588,-2600,8500
35.4,-15304,-2496,8656
35.42,-15544,-2648,8740
35.44,-16024,-2520,8596
35.46,-15804,-2552,8588
35.48,-15312,-2536,8500
35.5,-15600,-2464,8560
35.52,-15840,-2348,8680
35.54,-15996,-2600,8604
35.56,-15772,-2772,8516
35.58,-15484,-2604,8652
35.6,-15516,-2492,8856
35.62,-15608,-2476,8920
35.64,-15292,-2456,8784
35.66,-15072,-2512,8968
35.68,-14912,-2348,9056
35.7,-15164,-2500,9336
35.72,-15848,-2780,9452
35.74,-15384,-2428,9308
35.76,-14500,-3040,9488
35.78,-14492,-2932,9356
35.8,-15264,-2784,9648
35.82,-15684,-2032,9604
35.84,-15368,-2624,9452
35.86,-15012,-2952,9104
35.88,-14984,-2748,8540
35.9,-15648,-2528,8260
35.92,-16332,-2660,8308
35.94,-16120,-2524,8168
35.96,-16256,-2684,7928
35.98,-17100,-2356,7404
36.0,-17040,-2708,7308
36.02,-16316,-2748,7572
36.04,-16036,-2020,7760
36.06,-15560,-2292,7732
36.08,-15508,-2660,7548
36.1,-15732,-2516,7224
36.12,-15936,-2224,7164
36.14,-16076,-2364,7348
36.16,-16000,-2460,7568
36.18,-16072,-2568,7368
36.2,-15964,-2436,7488
36.22,-15880,-2412,7752
36.24,-15712,-2556,7940
36.26,-15420,-2256,8216
36.28,-15248,-2228,8340
36.3,-15700,-2228,7964
36.32,-15948,-2604,7620
36.34,-16040,-2316,7184
36.36,-16096,-1940,7224
36.38,-16052,-2140,7096
36.4,-15944,-2596,6956
36.42,-16160,-2468,7132
36.44,-16452,-1864,7276
36.46,-15508,-2728,7464
36.48,-16016,-2992,6960
36.5,-16692,-1792,6628
36.52,-16356,-2540,6948
36.54,-16064,-2520,7172
36.56,-16180,-2388,7408
36.58,-15752,-2356,7216
36.6,-14732,-2332,7204
36.62,-15816,-2460,7364
36.64,-16592,-2268,7560
36.66,-15900,-1976,7592
36.68,-15648,-2636,7672
36.7,-16196,-2868,7280
36.72,-15968,-1980,6984
36.74,-15428,-2956,6940
36.76,-16632,-3036,6960
36.78,-16036,-2116,7340
36.8,-15436,-2504,7652
36.82,-16176,-2856,7156
36.84,-16752,-2792,6972
36.86,-16444,-1708,6916
36.88,-15528,-1420,7536
36.9,-15752,-2592,8256
36.92,-15496,-2040,8048
36.94,-15308,-2104,7900
36.96,-15244,-2544,7916
36.98,-16096,-2892,7220
37.0,-16404,-2240,6412
37.02,-16680,-2060,6576
37.04,-16384,-2172,6704
37.06,-15944,-2896,6684
37.08,-16204,-2344,6772
37.1,-15832,-1928,7420
37.12,-15272,-2632,7360
37.14,-16504,-2516,7000
37.16,-16160,-2108,6968
37.18,-15848,-1576,7512
37.2,-16092,-2856,7784
37.22,-16268,-2420,7120
37.24,-16692,-1836,6920
37.26,-16208,-1524,7332
37.28,-15148,-2920,7916
37.3,-15100,-3340,7200
37.32,-16176,-1784,6072
37.34,-16728,-1704,6368
37.36,-16248,-2652,6652
37.38,-16036,-3372,6068
37.4,-16284,-2804,5548
37.42,-16248,-1200,6328
37.44,-15564,-3688,6416
37.46,-15476,-3604,5520
37.48,-16300,-3116,4132
37.5,-17160,-1452,4456
37.52,-16152,-2672,5864
37.54,-16332,-3420,6336
37.56,-15260,-3536,6980
37.58,-12764,-1640,7384
37.6,-12628,-2024,7436
37.62,-17324,-3208,5844
37.64,-18740,-2948,4792
37.66,-17180,-3312,4440
37.68,-16840,-1748,4268
37.7,-15712,-2776,5100
37.72,-15956,-3216,5640
37.74,-16580,-2132,5720
37.76,-16468,-1988,6476
37.78,-16308,-1568,6912
37.8,-15732,-2036,6680
37.82,-15132,-2104,6544
37.84,-15268,-2056,5528
37.86,-16844,-1908,4852
37.88,-18112,-1668,4608
37.9,-16796,-2388,5068
37.92,-15824,-1872,5232
37.94,-16412,-2452,4892
37.96,-17180,-1792,4428
37.98,-16064,-2312,4704
38.0,-16388,-2064,4464
38.02,-17004,-2060,4216
38.04,-16508,-1768,5212
38.06,-14820,-1892,6456
38.08,-15640,-1972,5564
38.1,-16792,-2156,4264
38.12,-17296,-2200,3728
38.14,-16408,-1796,4372
38.16,-16020,-2316,5120
38.18,-16072,-2524,5764
38.2,-15176,-1516,5556
38.22,-16256,-1736,4996
38.24,-16452,-2240,4676
38.26,-16000,-2096,4752
38.28,-16456,-1944,4548
38.3,-16300,-2132,4684
38.32,-16012,-2252,4860
38.34,-16524,-2416,4276
38.36,-16844,-1660,3664
38.38,-16772,-1948,3864
38.4,-16496,-1924,4168
38.42,-16216,-1996,5240
38.44,-15136,-2412,6048
38.46,-15688,-1880,4732
38.48,-17184,-2172,3480
38.5,-17676,-2220,3412
38.52,-16444,-1940,4540
38.54,-15384,-2008,5644
38.56,-15264,-2060,5380
38.58,-16024,-2156,4812
38.6,-16440,-2092,4576
38.62,-16620,-1840,4224
38.64,-16908,-2348,4288
38.66,-16000,-2144,4788
38.68,-15612,-2048,5220
38.7,-16368,-2164,4580
38.72,-16900,-1852,3800
38.74,-16632,-2100,4396
38.76,-15872,-1984,4692
38.78,-16232,-2124,4492
38.8,-17000,-2072,4080
38.82,-16908,-1916,4428
38.84,-16336,-2388,4812
38.86,-16156,-2244,5032
38.88,-15760,-2040,5312
38.9,-16240,-1856,5296
38.92,-15728,-2096,5456
38.94,-15980,-2152,5292
38.96,-16088,-1764,5264
38.98,-15648,-1800,5552
39.0,-15736,-2148,5216
39.02,-17408,-2132,4084
39.04,-17284,-2372,4176
39.06,-15740,-2116,5260
39.08,-15264,-2348,5692
39.1,-16852,-2120,4348
39.12,-16728,-2032,4296
39.14,-16700,-2104,4496
39.16,-16204,-2088,4744
39.18,-16396,-1936,4988
39.2,-16232,-2172,5068
39.22,-16268,-2140,5012
39.24,-15404,-2220,5164
39.26,-16156,-2064,4892
39.28,-16660,-2032,4620
39.3,-16624,-2204,4636
39.32,-16460,-2052,4612
39.34,-16100,-1944,4904
39.36,-15880,-2184,4948
39.38,-16612,-2084,4612
39.4,-16468,-2064,4752
39.42,-15864,-2024,5112
39.44,-15584,-1956,5472
39.46,-15852,-2024,5316
